,ID,Age,Location,Lines,X1st_Quarter_2019_24_Hour_Availability_,X1st_Quarter_2019_24_Hour_Availability_AM_Peak,X1st_Quarter_2019_24_Hour_Availability_PM_Peak,Non_Scheduled_Outages,Scheduled_Outages,Entrapments,Owner,s
880,ES347,22,Broadway Junction,ACJLZ,92.59%,94.48%,91.65%,36,5,0,MTA,A
881,ES347,22,Broadway Junction,ACJLZ,92.59%,94.48%,91.65%,36,5,0,MTA,C
882,ES347,22,Broadway Junction,ACJLZ,92.59%,94.48%,91.65%,36,5,0,MTA,J
883,ES347,22,Broadway Junction,ACJLZ,92.59%,94.48%,91.65%,36,5,0,MTA,L
884,ES347,22,Broadway Junction,ACJLZ,92.59%,94.48%,91.65%,36,5,0,MTA,Z
885,ES357,8,Jay St,ACFR,92.86%,93.75%,91.81%,26,5,0,MTA,A
886,ES357,8,Jay St,ACFR,92.86%,93.75%,91.81%,26,5,0,MTA,C
887,ES357,8,Jay St,ACFR,92.86%,93.75%,91.81%,26,5,0,MTA,F
888,ES357,8,Jay St,ACFR,92.86%,93.75%,91.81%,26,5,0,MTA,R
889,ES316,18,Smith 9 St,FG,93.21%,96.81%,88.74%,58,5,0,MTA,F
890,ES316,18,Smith 9 St,FG,93.21%,96.81%,88.74%,58,5,0,MTA,G
891,ES356,8,Jay St,ACFR,93.35%,94.26%,95.56%,68,77,0,MTA,A
892,ES356,8,Jay St,ACFR,93.35%,94.26%,95.56%,68,77,0,MTA,C
893,ES356,8,Jay St,ACFR,93.35%,94.26%,95.56%,68,77,0,MTA,F
894,ES356,8,Jay St,ACFR,93.35%,94.26%,95.56%,68,77,0,MTA,R
895,ES323,20,High St,AC,93.43%,95.03%,91.50%,26,5,0,MTA,A
896,ES323,20,High St,AC,93.43%,95.03%,91.50%,26,5,0,MTA,C
897,ES350,21,High St,AC,93.90%,94.28%,92.16%,30,4,0,MTA,A
898,ES350,21,High St,AC,93.90%,94.28%,92.16%,30,4,0,MTA,C
899,ES305,15,Court St,R,93.93%,92.49%,93.50%,38,4,0,MTA,R
900,ES318,19,Jay St,ACF,93.95%,96.28%,92.05%,44,6,0,MTA,A
901,ES318,19,Jay St,ACF,93.95%,96.28%,92.05%,44,6,0,MTA,C
902,ES318,19,Jay St,ACF,93.95%,96.28%,92.05%,44,6,0,MTA,F
903,ES348,20,Smith 9 St,FG,94.82%,94.01%,95.34%,39,4,0,MTA,F
904,ES348,20,Smith 9 St,FG,94.82%,94.01%,95.34%,39,4,0,MTA,G
905,ES320,21,Jay St,ACF,94.88%,96.27%,95.06%,10,4,0,MTA,A
906,ES320,21,Jay St,ACF,94.88%,96.27%,95.06%,10,4,0,MTA,C
907,ES320,21,Jay St,ACF,94.88%,96.27%,95.06%,10,4,0,MTA,F
908,ES303,15,Borough Hall,2345,95.25%,96.97%,96.07%,20,7,0,MTA,2
909,ES303,15,Borough Hall,2345,95.25%,96.97%,96.07%,20,7,0,MTA,3
910,ES303,15,Borough Hall,2345,95.25%,96.97%,96.07%,20,7,0,MTA,4
911,ES303,15,Borough Hall,2345,95.25%,96.97%,96.07%,20,7,0,MTA,5
912,ES313,18,Smith 9 St,FG,96.49%,98.00%,93.91%,21,3,0,MTA,F
913,ES313,18,Smith 9 St,FG,96.49%,98.00%,93.91%,21,3,0,MTA,G
914,ES314,18,Smith 9 St,FG,97.99%,99.92%,96.54%,13,3,0,MTA,F
915,ES314,18,Smith 9 St,FG,97.99%,99.92%,96.54%,13,3,0,MTA,G
916,ES319,21,Jay St,ACF,98.08%,99.08%,97.59%,6,3,0,MTA,A
917,ES319,21,Jay St,ACF,98.08%,99.08%,97.59%,6,3,0,MTA,C
918,ES319,21,Jay St,ACF,98.08%,99.08%,97.59%,6,3,0,MTA,F
919,ES310,16,Atlantic Av,BQ,98.30%,99.60%,98.35%,9,6,0,MTA,B
920,ES310,16,Atlantic Av,BQ,98.30%,99.60%,98.35%,9,6,0,MTA,Q
921,EL427,12,Junction Blvd,7,89.84%,89.39%,89.91%,3,10,0,MTA,7
922,EL426,12,Junction Blvd,7,91.17%,86.17%,95.34%,10,20,2,MTA,7
923,EL425,12,Junction Blvd,7,92.67%,94.95%,93.76%,13,7,3,MTA,7
924,EL424,1,Briarwood,EF,92.90%,92.39%,93.67%,17,13,3,MTA,E
925,EL424,1,Briarwood,EF,92.90%,92.39%,93.67%,17,13,3,MTA,F
926,EL432,13,Jamaica-179 St,F,94.25%,91.95%,95.27%,4,16,0,MTA,F
927,EL434,10,Kew Gardens-Union Tpke,EF,94.86%,95.48%,95.87%,9,6,0,MTA,E
928,EL434,10,Kew Gardens-Union Tpke,EF,94.86%,95.48%,95.87%,9,6,0,MTA,F
929,EL431,13,Jamaica-179 St,F,95.18%,94.86%,95.15%,13,9,0,MTA,F
930,EL405,2,21 St-Queensbridge,F,96.18%,96.99%,98.25%,11,7,3,MTA,F
931,EL421,13,Jackson Hts-Roosevelt Av,EFMR,96.22%,96.89%,96.23%,3,13,2,MTA,E
932,EL421,13,Jackson Hts-Roosevelt Av,EFMR,96.22%,96.89%,96.23%,3,13,2,MTA,F
933,EL421,13,Jackson Hts-Roosevelt Av,EFMR,96.22%,96.89%,96.23%,3,13,2,MTA,M
934,EL421,13,Jackson Hts-Roosevelt Av,EFMR,96.22%,96.89%,96.23%,3,13,2,MTA,R
935,EL462,1,Ozone Park-Lefferts Boulevard,A,96.60%,96.99%,93.09%,6,6,1,MTA,A
936,EL437,4,Forest Hills,EFMR,96.63%,96.20%,95.05%,13,7,1,MTA,E
937,EL437,4,Forest Hills,EFMR,96.63%,96.20%,95.05%,13,7,1,MTA,F
938,EL437,4,Forest Hills,EFMR,96.63%,96.20%,95.05%,13,7,1,MTA,M
939,EL437,4,Forest Hills,EFMR,96.63%,96.20%,95.05%,13,7,1,MTA,R
940,EL420,13,4 St-Broadway,7,96.71%,97.71%,97.34%,8,6,1,MTA,7
941,EL412,30,Jamaica Center,EJZ,96.76%,97.02%,98.54%,15,7,1,MTA,E
942,EL412,30,Jamaica Center,EJZ,96.76%,97.02%,98.54%,15,7,1,MTA,J
943,EL412,30,Jamaica Center,EJZ,96.76%,97.02%,98.54%,15,7,1,MTA,Z
944,EL423,13,4 St-Broadway,7,96.91%,95.29%,99.86%,3,10,0,MTA,7
945,EL439,4,Forest Hills,EFMR,96.99%,98.17%,96.86%,10,12,0,MTA,E
946,EL439,4,Forest Hills,EFMR,96.99%,98.17%,96.86%,10,12,0,MTA,F
947,EL439,4,Forest Hills,EFMR,96.99%,98.17%,96.86%,10,12,0,MTA,M
948,EL439,4,Forest Hills,EFMR,96.99%,98.17%,96.86%,10,12,0,MTA,R
949,EL413,30,Jamaica Center,EJZ,97.15%,97.97%,99.53%,10,8,0,MTA,E
950,EL413,30,Jamaica Center,EJZ,97.15%,97.97%,99.53%,10,8,0,MTA,J
951,EL413,30,Jamaica Center,EJZ,97.15%,97.97%,99.53%,10,8,0,MTA,Z
952,EL414,19,Flushing-Main St,7,97.69%,99.12%,96.70%,6,6,1,MTA,7
953,EL433,13,Jamaica-179 St,F,97.91%,97.94%,98.76%,6,5,0,MTA,F
954,EL409,2,Jamaica-Van Wyck,E,98.02%,97.59%,100.00%,6,4,2,MTA,E
955,EL429,13,Queens Plaza,EMR,98.05%,99.36%,99.98%,3,7,0,MTA,E
956,EL429,13,Queens Plaza,EMR,98.05%,99.36%,99.98%,3,7,0,MTA,M
957,EL429,13,Queens Plaza,EMR,98.05%,99.36%,99.98%,3,7,0,MTA,R
958,EL446,7,CitiCorp/Court Square,7EG,98.06%,98.38%,99.33%,6,5,3,MTA,7
959,EL446,7,CitiCorp/Court Square,7EG,98.06%,98.38%,99.33%,6,5,3,MTA,E
960,EL446,7,CitiCorp/Court Square,7EG,98.06%,98.38%,99.33%,6,5,3,MTA,G
961,EL435,10,Kew Gardens-Union Tpke,EF,98.06%,99.79%,98.49%,4,7,1,MTA,E
962,EL435,10,Kew Gardens-Union Tpke,EF,98.06%,99.79%,98.49%,4,7,1,MTA,F
963,EL463,1,Ozone Park-Lefferts Boulevard,A,98.25%,98.73%,97.09%,4,5,0,MTA,A
964,EL438,4,Forest Hills,EFMR,98.35%,100.00%,97.73%,13,4,0,MTA,E
965,EL438,4,Forest Hills,EFMR,98.35%,100.00%,97.73%,13,4,0,MTA,F
966,EL438,4,Forest Hills,EFMR,98.35%,100.00%,97.73%,13,4,0,MTA,M
967,EL438,4,Forest Hills,EFMR,98.35%,100.00%,97.73%,13,4,0,MTA,R
968,EL497,7,Mott v,A,98.36%,98.45%,98.08%,2,6,1,MTA,A
969,EL430,13,Queens Plaza,EMR,98.37%,99.51%,98.82%,3,4,1,MTA,E
970,EL430,13,Queens Plaza,EMR,98.37%,99.51%,98.82%,3,4,1,MTA,M
971,EL430,13,Queens Plaza,EMR,98.37%,99.51%,98.82%,3,4,1,MTA,R
972,EL408,2,Jamaica-Van Wyck,E,98.50%,100.00%,100.00%,3,6,0,MTA,E
973,EL428,13,Queens Plaza,EMR,98.58%,99.82%,98.88%,3,6,0,MTA,E
974,EL428,13,Queens Plaza,EMR,98.58%,99.82%,98.88%,3,6,0,MTA,M
975,EL428,13,Queens Plaza,EMR,98.58%,99.82%,98.88%,3,6,0,MTA,R
976,EL407,2,21 St-Queensbridge,F,98.64%,100.00%,99.58%,2,5,1,MTA,F
977,EL406,2,21 St-Queensbridge,F,98.69%,100.00%,98.33%,2,5,0,MTA,F
978,EL411,30,Sutphin Blvd-Archer Av-JFK,EJZ,98.83%,99.38%,99.57%,4,3,0,MTA,E
979,EL411,30,Sutphin Blvd-Archer Av-JFK,EJZ,98.83%,99.38%,99.57%,4,3,0,MTA,J
980,EL411,30,Sutphin Blvd-Archer Av-JFK,EJZ,98.83%,99.38%,99.57%,4,3,0,MTA,Z
981,EL447,7,CitiCorp/Court Square,7EG,99.00%,98.89%,100.00%,0,5,0,MTA,7
982,EL447,7,CitiCorp/Court Square,7EG,99.00%,98.89%,100.00%,0,5,0,MTA,E
983,EL447,7,CitiCorp/Court Square,7EG,99.00%,98.89%,100.00%,0,5,0,MTA,G
984,EL422,13,Jackson Hts-Roosevelt Av,EFMR,99.03%,99.40%,99.08%,0,4,0,MTA,E
985,EL422,13,Jackson Hts-Roosevelt Av,EFMR,99.03%,99.40%,99.08%,0,4,0,MTA,F
986,EL422,13,Jackson Hts-Roosevelt Av,EFMR,99.03%,99.40%,99.08%,0,4,0,MTA,M
987,EL422,13,Jackson Hts-Roosevelt Av,EFMR,99.03%,99.40%,99.08%,0,4,0,MTA,R
988,EL436,10,Kew Gardens-Union Tpke,EF,99.31%,99.46%,100.00%,1,3,0,MTA,E
989,EL436,10,Kew Gardens-Union Tpke,EF,99.31%,99.46%,100.00%,1,3,0,MTA,F
990,EL498,7,Mott v,A,99.31%,99.95%,99.72%,1,3,0,MTA,A
991,ES456,20,Flushing-Main St,7,45.46%,45.58%,43.33%,22,4,0,MTA,7
992,ES450,19,4 St-Broadway,7,63.20%,64.81%,63.09%,35,10,0,MTA,7
993,ES448,19,Woodside-61 St,7,79.92%,81.82%,81.54%,12,26,0,MTA,7
994,ES457,20,Flushing-Main St,7,80.87%,83.31%,76.74%,45,7,0,MTA,7
995,ES455,20,Flushing-Main St,7,82.57%,84.52%,80.76%,59,15,0,MTA,7
996,ES449,19,4 St-Broadway,7,88.90%,88.98%,84.22%,70,12,0,MTA,7
997,ES434,30,Sutphin Blvd-Archer Av-JFK,EJZ,90.31%,90.25%,90.93%,67,7,0,MTA,E
998,ES434,30,Sutphin Blvd-Archer Av-JFK,EJZ,90.31%,90.25%,90.93%,67,7,0,MTA,J
999,ES434,30,Sutphin Blvd-Archer Av-JFK,EJZ,90.31%,90.25%,90.93%,67,7,0,MTA,Z
1000,ES437,30,Sutphin Blvd-Archer Av-JFK,EJZ,91.77%,92.91%,92.89%,18,11,0,MTA,E
1001,ES437,30,Sutphin Blvd-Archer Av-JFK,EJZ,91.77%,92.91%,92.89%,18,11,0,MTA,J
1002,ES437,30,Sutphin Blvd-Archer Av-JFK,EJZ,91.77%,92.91%,92.89%,18,11,0,MTA,Z
1003,ES439,11,Jamaica Center,EJZ,91.88%,92.99%,90.69%,36,8,0,MTA,E
1004,ES439,11,Jamaica Center,EJZ,91.88%,92.99%,90.69%,36,8,0,MTA,J
1005,ES439,11,Jamaica Center,EJZ,91.88%,92.99%,90.69%,36,8,0,MTA,Z
1006,ES441,11,Jamaica Center,EJZ,92.02%,90.06%,91.60%,34,6,0,MTA,E
1007,ES441,11,Jamaica Center,EJZ,92.02%,90.06%,91.60%,34,6,0,MTA,J
1008,ES441,11,Jamaica Center,EJZ,92.02%,90.06%,91.60%,34,6,0,MTA,Z
1009,ES423,29,21 St-Queensbridge,F,93.14%,95.15%,93.45%,29,6,0,MTA,F
1010,ES444,10,Jamaica Center,EJZ,93.48%,94.75%,89.50%,31,4,0,MTA,E
1011,ES444,10,Jamaica Center,EJZ,93.48%,94.75%,89.50%,31,4,0,MTA,J
1012,ES444,10,Jamaica Center,EJZ,93.48%,94.75%,89.50%,31,4,0,MTA,Z
1013,ES424,29,21 St-Queensbridge,F,93.69%,95.04%,95.10%,5,8,0,MTA,F
1014,ES440,9,Jamaica Center,EJZ,93.95%,94.80%,94.36%,35,6,0,MTA,E
1015,ES440,9,Jamaica Center,EJZ,93.95%,94.80%,94.36%,35,6,0,MTA,J
1016,ES440,9,Jamaica Center,EJZ,93.95%,94.80%,94.36%,35,6,0,MTA,Z
1017,ES442,11,Jamaica Center,EJZ,94.17%,95.62%,93.33%,10,12,0,MTA,E
1018,ES442,11,Jamaica Center,EJZ,94.17%,95.62%,93.33%,10,12,0,MTA,J
1019,ES442,11,Jamaica Center,EJZ,94.17%,95.62%,93.33%,10,12,0,MTA,Z
1020,ES431,10,Jamaica-Van Wyck,E,94.40%,95.09%,95.18%,28,8,0,MTA,E
1021,ES438,10,Jamaica Center,EJZ,94.48%,96.73%,94.24%,33,7,0,MTA,E
1022,ES438,10,Jamaica Center,EJZ,94.48%,96.73%,94.24%,33,7,0,MTA,J
1023,ES438,10,Jamaica Center,EJZ,94.48%,96.73%,94.24%,33,7,0,MTA,Z
1024,ES451,21,4 St-Broadway,7,94.71%,95.51%,94.34%,6,8,0,MTA,7
1025,ES421,29,21 St-Queensbridge,F,95.10%,93.15%,97.06%,17,6,0,MTA,F
1026,ES447,11,Jamaica Center,EJZ,95.17%,95.30%,94.69%,23,6,0,MTA,E
1027,ES447,11,Jamaica Center,EJZ,95.17%,95.30%,94.69%,23,6,0,MTA,J
1028,ES447,11,Jamaica Center,EJZ,95.17%,95.30%,94.69%,23,6,0,MTA,Z
1029,ES426,29,21 St-Queensbridge,F,95.18%,96.46%,95.17%,12,5,0,MTA,F
1030,ES452,3,4 St-Broadway,7,95.27%,96.96%,94.09%,29,9,0,MTA,7
1031,ES453,3,4 St-Broadway,7,95.33%,94.82%,95.09%,26,9,0,MTA,7
1032,ES430,10,Jamaica-Van Wyck,E,95.44%,96.58%,96.80%,8,9,0,MTA,E
1033,ES425,29,21 St-Queensbridge,F,95.54%,98.05%,95.09%,17,5,0,MTA,F
1034,ES446,9,Jamaica Center,EJZ,95.77%,96.19%,97.49%,32,4,0,MTA,E
1035,ES446,9,Jamaica Center,EJZ,95.77%,96.19%,97.49%,32,4,0,MTA,J
1036,ES446,9,Jamaica Center,EJZ,95.77%,96.19%,97.49%,32,4,0,MTA,Z
1037,ES422,29,21 St-Queensbridge,F,95.79%,97.29%,95.58%,22,5,0,MTA,F
1038,ES435,30,Sutphin Blvd-Archer Av-JFK,EJZ,95.99%,96.05%,95.78%,41,4,0,MTA,E
1039,ES435,30,Sutphin Blvd-Archer Av-JFK,EJZ,95.99%,96.05%,95.78%,41,4,0,MTA,J
1040,ES435,30,Sutphin Blvd-Archer Av-JFK,EJZ,95.99%,96.05%,95.78%,41,4,0,MTA,Z
1041,ES428,10,Jamaica-Van Wyck,E,96.13%,95.18%,97.00%,16,5,0,MTA,E
1042,ES436,30,Sutphin Blvd-Archer Av-JFK,EJZ,96.34%,97.77%,97.33%,16,10,0,MTA,E
1043,ES436,30,Sutphin Blvd-Archer Av-JFK,EJZ,96.34%,97.77%,97.33%,16,10,0,MTA,J
1044,ES436,30,Sutphin Blvd-Archer Av-JFK,EJZ,96.34%,97.77%,97.33%,16,10,0,MTA,Z
1045,ES427,10,Jamaica-Van Wyck,E,96.87%,97.50%,97.78%,7,4,0,MTA,E
1046,ES445,9,Jamaica Center,EJZ,97.72%,98.67%,98.13%,9,6,0,MTA,E
1047,ES445,9,Jamaica Center,EJZ,97.72%,98.67%,98.13%,9,6,0,MTA,J
1048,ES445,9,Jamaica Center,EJZ,97.72%,98.67%,98.13%,9,6,0,MTA,Z
1049,ES429,10,Jamaica-Van Wyck,E,97.77%,97.49%,98.47%,8,5,0,MTA,E
1050,ES443,10,Jamaica Center,EJZ,98.78%,99.48%,98.89%,2,4,0,MTA,E
1051,ES443,10,Jamaica Center,EJZ,98.78%,99.48%,98.89%,2,4,0,MTA,J
1052,ES443,10,Jamaica Center,EJZ,98.78%,99.48%,98.89%,2,4,0,MTA,Z
1053,EL489X,No Data,queduct Racetrack,A,33.55%,33.33%,34.18%,No Data,No Data,No Data,Genting New York LLC,A
1054,EL14X,No Data,Cortlandt St,RW,72.18%,71.34%,73.32%,No Data,No Data,No Data,Port Authority,R
1055,EL14X,No Data,Cortlandt St,RW,72.18%,71.34%,73.32%,No Data,No Data,No Data,Port Authority,W
1056,EL268X,No Data,49 St,NQRW,79.24%,78.61%,80.00%,No Data,No Data,No Data,Barclays,N
1057,EL268X,No Data,49 St,NQRW,79.24%,78.61%,80.00%,No Data,No Data,No Data,Barclays,Q
1058,EL268X,No Data,49 St,NQRW,79.24%,78.61%,80.00%,No Data,No Data,No Data,Barclays,R
1059,EL268X,No Data,49 St,NQRW,79.24%,78.61%,80.00%,No Data,No Data,No Data,Barclays,W
1060,EL34X,No Data,34 St - Penn,123,81.28%,81.09%,81.71%,No Data,No Data,No Data,LIRR,1
1061,EL34X,No Data,34 St - Penn,123,81.28%,81.09%,81.71%,No Data,No Data,No Data,LIRR,2
1062,EL34X,No Data,34 St - Penn,123,81.28%,81.09%,81.71%,No Data,No Data,No Data,LIRR,3
1063,EL700X,No Data,Atlantic Av-Barclays Ctr,2345BQ,84.38%,87.02%,80.39%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",2
1064,EL700X,No Data,Atlantic Av-Barclays Ctr,2345BQ,84.38%,87.02%,80.39%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",3
1065,EL700X,No Data,Atlantic Av-Barclays Ctr,2345BQ,84.38%,87.02%,80.39%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",4
1066,EL700X,No Data,Atlantic Av-Barclays Ctr,2345BQ,84.38%,87.02%,80.39%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",5
1067,EL700X,No Data,Atlantic Av-Barclays Ctr,2345BQ,84.38%,87.02%,80.39%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",B
1068,EL700X,No Data,Atlantic Av-Barclays Ctr,2345BQ,84.38%,87.02%,80.39%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",Q
1069,EL18X,No Data,Cortlandt St,RW,86.76%,85.37%,87.37%,No Data,No Data,No Data,Port Authority,R
1070,EL18X,No Data,Cortlandt St,RW,86.76%,85.37%,87.37%,No Data,No Data,No Data,Port Authority,W
1071,EL203X,No Data,Lexington Av / 53 St,EM,90.10%,93.08%,88.52%,No Data,No Data,No Data,"BP 599 Lexington Avenue LLC, c/o Boston
Properties",E
1072,EL203X,No Data,Lexington Av / 53 St,EM,90.10%,93.08%,88.52%,No Data,No Data,No Data,"BP 599 Lexington Avenue LLC, c/o Boston
Properties",M
1073,EL290X,No Data,42 St - Port Authority Bus Terminal,ACE,91.04%,92.18%,91.78%,No Data,No Data,No Data,"Tishman Asset Corporation c/o the
Intercontinental Hotel",A
1074,EL290X,No Data,42 St - Port Authority Bus Terminal,ACE,91.04%,92.18%,91.78%,No Data,No Data,No Data,"Tishman Asset Corporation c/o the
Intercontinental Hotel",C
1075,EL290X,No Data,42 St - Port Authority Bus Terminal,ACE,91.04%,92.18%,91.78%,No Data,No Data,No Data,"Tishman Asset Corporation c/o the
Intercontinental Hotel",E
1076,EL279X,No Data,28 St,6,91.32%,88.89%,92.86%,No Data,No Data,No Data,Park and 28th Street Condominium,6
1077,EL295X,No Data,42 St - Bryant Park,BDFM,91.50%,92.01%,90.93%,No Data,No Data,No Data,Hines Incorporated/Bank of China,B
1078,EL295X,No Data,42 St - Bryant Park,BDFM,91.50%,92.01%,90.93%,No Data,No Data,No Data,Hines Incorporated/Bank of China,D
1079,EL295X,No Data,42 St - Bryant Park,BDFM,91.50%,92.01%,90.93%,No Data,No Data,No Data,Hines Incorporated/Bank of China,F
1080,EL295X,No Data,42 St - Bryant Park,BDFM,91.50%,92.01%,90.93%,No Data,No Data,No Data,Hines Incorporated/Bank of China,M
1081,EL276X,No Data,59 St - Columbus Cir,1ABCD,95.78%,96.28%,95.56%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",1
1082,EL276X,No Data,59 St - Columbus Cir,1ABCD,95.78%,96.28%,95.56%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",A
1083,EL276X,No Data,59 St - Columbus Cir,1ABCD,95.78%,96.28%,95.56%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",B
1084,EL276X,No Data,59 St - Columbus Cir,1ABCD,95.78%,96.28%,95.56%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",C
1085,EL276X,No Data,59 St - Columbus Cir,1ABCD,95.78%,96.28%,95.56%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",D
1086,EL288X**,No Data,42 St - Port Authority Bus Terminal,ACE,95.85%,98.88%,90.63%,No Data,No Data,No Data,Port Authority,A
1087,EL288X**,No Data,42 St - Port Authority Bus Terminal,ACE,95.85%,98.88%,90.63%,No Data,No Data,No Data,Port Authority,C
1088,EL288X**,No Data,42 St - Port Authority Bus Terminal,ACE,95.85%,98.88%,90.63%,No Data,No Data,No Data,Port Authority,E
1089,EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,2
1090,EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,3
1091,EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,4
1092,EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,5
1093,EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,A
1094,EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,C
1095,EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,J
1096,EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,Z
1097,EL747X,No Data,Hoyt Street-Schermerhorn Street,ACG,96.37%,96.34%,96.61%,No Data,No Data,No Data,"Hoyt & Horn, 210 Livingston Street",A
1098,EL747X,No Data,Hoyt Street-Schermerhorn Street,ACG,96.37%,96.34%,96.61%,No Data,No Data,No Data,"Hoyt & Horn, 210 Livingston Street",C
1099,EL747X,No Data,Hoyt Street-Schermerhorn Street,ACG,96.37%,96.34%,96.61%,No Data,No Data,No Data,"Hoyt & Horn, 210 Livingston Street",G
1100,EL22X,No Data,Cortlandt St,RW,96.48%,96.57%,98.84%,No Data,No Data,No Data,Port Authority,R
1101,EL22X,No Data,Cortlandt St,RW,96.48%,96.57%,98.84%,No Data,No Data,No Data,Port Authority,W
1102,EL445X,No Data,Court Square,G7,96.76%,97.78%,95.80%,No Data,No Data,No Data,Perenially Green c/o Citicorp,7
1103,EL445X,No Data,Court Square,G7,96.76%,97.78%,95.80%,No Data,No Data,No Data,Perenially Green c/o Citicorp,G
1104,EL291X,No Data,42 St - Port Authority Bus Terminal,ACE,96.93%,96.99%,96.61%,No Data,No Data,No Data,"Tishman Asset Corporation c/o the
Intercontinental Hotel",A
1105,EL291X,No Data,42 St - Port Authority Bus Terminal,ACE,96.93%,96.99%,96.61%,No Data,No Data,No Data,"Tishman Asset Corporation c/o the
Intercontinental Hotel",C
1106,EL291X,No Data,42 St - Port Authority Bus Terminal,ACE,96.93%,96.99%,96.61%,No Data,No Data,No Data,"Tishman Asset Corporation c/o the
Intercontinental Hotel",E
1107,EL492X,No Data,Howard Beach,A,97.06%,96.27%,97.88%,No Data,No Data,No Data,Port Authority,A
1108,EL17X,No Data,Cortlandt St,RW,97.35%,98.77%,98.06%,No Data,No Data,No Data,Port Authority,R
1109,EL17X,No Data,Cortlandt St,RW,97.35%,98.77%,98.06%,No Data,No Data,No Data,Port Authority,W
1110,EL23X,No Data,World Trade Center,E,97.39%,96.81%,99.51%,No Data,No Data,No Data,Port Authority,E
1111,EL493X,No Data,Howard Beach,A,97.60%,98.19%,97.58%,No Data,No Data,No Data,Port Authority,A
1112,EL327X,No Data,Jay St - MetroTech,ACFR,97.65%,97.36%,97.78%,No Data,No Data,No Data,Avalon Willoughby West LLC,A
1113,EL327X,No Data,Jay St - MetroTech,ACFR,97.65%,97.36%,97.78%,No Data,No Data,No Data,Avalon Willoughby West LLC,C
1114,EL327X,No Data,Jay St - MetroTech,ACFR,97.65%,97.36%,97.78%,No Data,No Data,No Data,Avalon Willoughby West LLC,F
1115,EL327X,No Data,Jay St - MetroTech,ACFR,97.65%,97.36%,97.78%,No Data,No Data,No Data,Avalon Willoughby West LLC,R
1116,EL449X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,97.91%,96.96%,98.21%,No Data,No Data,No Data,Port Authority,E
1117,EL449X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,97.91%,96.96%,98.21%,No Data,No Data,No Data,Port Authority,J
1118,EL449X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,97.91%,96.96%,98.21%,No Data,No Data,No Data,Port Authority,Z
1119,EL207X,No Data,50 St,CE,98.20%,97.80%,98.13%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",C
1120,EL207X,No Data,50 St,CE,98.20%,97.80%,98.13%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",E
1121,EL294X,No Data,42 St - Bryant Park,BDFM,98.27%,98.75%,97.10%,No Data,No Data,No Data,3 BP Property Owner LLC,B
1122,EL294X,No Data,42 St - Bryant Park,BDFM,98.27%,98.75%,97.10%,No Data,No Data,No Data,3 BP Property Owner LLC,D
1123,EL294X,No Data,42 St - Bryant Park,BDFM,98.27%,98.75%,97.10%,No Data,No Data,No Data,3 BP Property Owner LLC,F
1124,EL294X,No Data,42 St - Bryant Park,BDFM,98.27%,98.75%,97.10%,No Data,No Data,No Data,3 BP Property Owner LLC,M
1125,EL287X,No Data,42 St - Bryant Park,BDFM,98.39%,97.36%,98.89%,No Data,No Data,No Data,The Durst Organization,B
1126,EL287X,No Data,42 St - Bryant Park,BDFM,98.39%,97.36%,98.89%,No Data,No Data,No Data,The Durst Organization,D
1127,EL287X,No Data,42 St - Bryant Park,BDFM,98.39%,97.36%,98.89%,No Data,No Data,No Data,The Durst Organization,F
