,ID,Age,Location,Lines,X1st_Quarter_2019_24_Hour_Availability_,X1st_Quarter_2019_24_Hour_Availability_AM_Peak,X1st_Quarter_2019_24_Hour_Availability_PM_Peak,Non_Scheduled_Outages,Scheduled_Outages,Entrapments,Owner,s
1128,EL287X,No Data,42 St - Bryant Park,BDFM,98.39%,97.36%,98.89%,No Data,No Data,No Data,The Durst Organization,M
1129,EL450X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.49%,96.67%,99.97%,No Data,No Data,No Data,Port Authority,E
1130,EL450X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.49%,96.67%,99.97%,No Data,No Data,No Data,Port Authority,J
1131,EL450X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.49%,96.67%,99.97%,No Data,No Data,No Data,Port Authority,Z
1132,EL448X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.54%,98.47%,98.28%,No Data,No Data,No Data,Port Authority,E
1133,EL448X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.54%,98.47%,98.28%,No Data,No Data,No Data,Port Authority,J
1134,EL448X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.54%,98.47%,98.28%,No Data,No Data,No Data,Port Authority,Z
1135,EL289X**,No Data,42 St - Port Authority Bus Terminal,ACE,98.57%,98.39%,100.00%,No Data,No Data,No Data,Port Authority,A
1136,EL289X**,No Data,42 St - Port Authority Bus Terminal,ACE,98.57%,98.39%,100.00%,No Data,No Data,No Data,Port Authority,C
1137,EL289X**,No Data,42 St - Port Authority Bus Terminal,ACE,98.57%,98.39%,100.00%,No Data,No Data,No Data,Port Authority,E
1138,EL494X,No Data,Howard Beach,A,98.71%,99.30%,98.36%,No Data,No Data,No Data,Port Authority,A
1139,EL208X,No Data,50 St,CE,98.76%,98.94%,98.89%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",C
1140,EL208X,No Data,50 St,CE,98.76%,98.94%,98.89%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",E
1141,EL416X,No Data,61 St - Woodside,7,98.81%,98.89%,98.80%,No Data,No Data,No Data,LIRR,7
1142,EL495X,No Data,Howard Beach,A,98.89%,98.85%,99.88%,No Data,No Data,No Data,Port Authority,A
1143,EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,B
1144,EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,D
1145,EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,F
1146,EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,M
1147,EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,N
1148,EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,Q
1149,EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,R
1150,EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,W
1151,EL418X,No Data,61 St - Woodside,7,99.00%,98.89%,99.22%,No Data,No Data,No Data,LIRR,7
1152,EL12X,No Data,WTC Cortlandt St,1,99.12%,98.89%,99.03%,No Data,No Data,No Data,Port Authority,1
1153,EL726X,No Data,Cortlandt St,RW,99.21%,98.36%,100.00%,No Data,No Data,No Data,Westfield Management,R
1154,EL726X,No Data,Cortlandt St,RW,99.21%,98.36%,100.00%,No Data,No Data,No Data,Westfield Management,W
1155,EL727X,No Data,Cortlandt St,RW,99.24%,99.36%,98.89%,No Data,No Data,No Data,Westfield Management,R
1156,EL727X,No Data,Cortlandt St,RW,99.24%,99.36%,98.89%,No Data,No Data,No Data,Westfield Management,W
1157,EL415X,No Data,61 St - Woodside,7,99.29%,99.19%,99.90%,No Data,No Data,No Data,LIRR,7
1158,EL13X,No Data,WTC Cortlandt St,1,99.30%,98.83%,99.44%,No Data,No Data,No Data,Port Authority,1
1159,EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,2
1160,EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,3
1161,EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,4
1162,EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,5
1163,EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,B
1164,EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,Q
1165,EL16X,No Data,Cortlandt St,RW,99.40%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,R
1166,EL16X,No Data,Cortlandt St,RW,99.40%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,W
1167,EL417X,No Data,61 St - Woodside,7,99.42%,100.00%,99.09%,No Data,No Data,No Data,LIRR,7
1168,EL729X,No Data,Fulton St,45,99.69%,100.00%,99.57%,No Data,No Data,No Data,Westfield Management,4
1169,EL729X,No Data,Fulton St,45,99.69%,100.00%,99.57%,No Data,No Data,No Data,Westfield Management,5
1170,EL728X,No Data,Fulton St,45,99.73%,100.00%,99.78%,No Data,No Data,No Data,Westfield Management,4
1171,EL728X,No Data,Fulton St,45,99.73%,100.00%,99.78%,No Data,No Data,No Data,Westfield Management,5
1172,EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,2
1173,EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,3
1174,EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,4
1175,EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,5
1176,EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,B
1177,EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,Q
1178,EL11X,No Data,WTC Cortlandt St,1,99.90%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,1
1179,EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,1
1180,EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,2
1181,EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,3
1182,EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,7
1183,EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,N
1184,EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,Q
1185,EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,R
1186,EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,S
1187,EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,W
1188,EL419X,No Data,61 St - Woodside,7,100.00%,100.00%,100.00%,No Data,No Data,No Data,LIRR,7
1189,EL490X,No Data,Howard Beach,A,100.00%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,A
1190,EL491X,No Data,Howard Beach,A,100.00%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,A
1191,EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,2
1192,EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,3
1193,EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,4
1194,EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,5
1195,EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,A
1196,EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,C
1197,EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,J
1198,EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,Z
1199,EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,2
1200,EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,3
1201,EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,4
1202,EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,5
1203,EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,A
1204,EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,C
1205,EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,J
1206,EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,Z
1207,ES254X,No Data,Lexington Av / 53 St,EM,18.63%,18.89%,19.94%,No Data,No Data,No Data,885 Third Holding LLC,E
1208,ES254X,No Data,Lexington Av / 53 St,EM,18.63%,18.89%,19.94%,No Data,No Data,No Data,885 Third Holding LLC,M
1209,ES258X,No Data,14 St - Union Sq,LNQRW,19.15%,18.38%,18.45%,No Data,No Data,No Data,Zeckendorf Towers,L
1210,ES258X,No Data,14 St - Union Sq,LNQRW,19.15%,18.38%,18.45%,No Data,No Data,No Data,Zeckendorf Towers,N
1211,ES258X,No Data,14 St - Union Sq,LNQRW,19.15%,18.38%,18.45%,No Data,No Data,No Data,Zeckendorf Towers,Q
1212,ES258X,No Data,14 St - Union Sq,LNQRW,19.15%,18.38%,18.45%,No Data,No Data,No Data,Zeckendorf Towers,R
1213,ES258X,No Data,14 St - Union Sq,LNQRW,19.15%,18.38%,18.45%,No Data,No Data,No Data,Zeckendorf Towers,W
1214,ES261X,No Data,Times Sq - 42 St,NQRSW1237,24.14%,23.33%,22.22%,No Data,No Data,No Data,RXR Realty,1
1215,ES261X,No Data,Times Sq - 42 St,NQRSW1237,24.14%,23.33%,22.22%,No Data,No Data,No Data,RXR Realty,2
1216,ES261X,No Data,Times Sq - 42 St,NQRSW1237,24.14%,23.33%,22.22%,No Data,No Data,No Data,RXR Realty,3
1217,ES261X,No Data,Times Sq - 42 St,NQRSW1237,24.14%,23.33%,22.22%,No Data,No Data,No Data,RXR Realty,7
1218,ES261X,No Data,Times Sq - 42 St,NQRSW1237,24.14%,23.33%,22.22%,No Data,No Data,No Data,RXR Realty,N
1219,ES261X,No Data,Times Sq - 42 St,NQRSW1237,24.14%,23.33%,22.22%,No Data,No Data,No Data,RXR Realty,Q
1220,ES261X,No Data,Times Sq - 42 St,NQRSW1237,24.14%,23.33%,22.22%,No Data,No Data,No Data,RXR Realty,R
1221,ES261X,No Data,Times Sq - 42 St,NQRSW1237,24.14%,23.33%,22.22%,No Data,No Data,No Data,RXR Realty,S
1222,ES261X,No Data,Times Sq - 42 St,NQRSW1237,24.14%,23.33%,22.22%,No Data,No Data,No Data,RXR Realty,W
1223,ES262X,No Data,Times Sq - 42 St,NQRSW1237,25.09%,24.95%,24.44%,No Data,No Data,No Data,RXR Realty,1
1224,ES262X,No Data,Times Sq - 42 St,NQRSW1237,25.09%,24.95%,24.44%,No Data,No Data,No Data,RXR Realty,2
1225,ES262X,No Data,Times Sq - 42 St,NQRSW1237,25.09%,24.95%,24.44%,No Data,No Data,No Data,RXR Realty,3
1226,ES262X,No Data,Times Sq - 42 St,NQRSW1237,25.09%,24.95%,24.44%,No Data,No Data,No Data,RXR Realty,7
1227,ES262X,No Data,Times Sq - 42 St,NQRSW1237,25.09%,24.95%,24.44%,No Data,No Data,No Data,RXR Realty,N
1228,ES262X,No Data,Times Sq - 42 St,NQRSW1237,25.09%,24.95%,24.44%,No Data,No Data,No Data,RXR Realty,Q
1229,ES262X,No Data,Times Sq - 42 St,NQRSW1237,25.09%,24.95%,24.44%,No Data,No Data,No Data,RXR Realty,R
1230,ES262X,No Data,Times Sq - 42 St,NQRSW1237,25.09%,24.95%,24.44%,No Data,No Data,No Data,RXR Realty,S
1231,ES262X,No Data,Times Sq - 42 St,NQRSW1237,25.09%,24.95%,24.44%,No Data,No Data,No Data,RXR Realty,W
1232,ES265X,No Data,Court Square,G7,48.13%,45.71%,48.40%,No Data,No Data,No Data,Perenially Green c/o Citicorp,7
1233,ES265X,No Data,Court Square,G7,48.13%,45.71%,48.40%,No Data,No Data,No Data,Perenially Green c/o Citicorp,G
1234,ES363X,No Data,Fulton St,ACJZ2345,61.04%,61.11%,60.43%,No Data,No Data,No Data,Westfield Management,2
1235,ES363X,No Data,Fulton St,ACJZ2345,61.04%,61.11%,60.43%,No Data,No Data,No Data,Westfield Management,3
1236,ES363X,No Data,Fulton St,ACJZ2345,61.04%,61.11%,60.43%,No Data,No Data,No Data,Westfield Management,4
1237,ES363X,No Data,Fulton St,ACJZ2345,61.04%,61.11%,60.43%,No Data,No Data,No Data,Westfield Management,5
1238,ES363X,No Data,Fulton St,ACJZ2345,61.04%,61.11%,60.43%,No Data,No Data,No Data,Westfield Management,A
1239,ES363X,No Data,Fulton St,ACJZ2345,61.04%,61.11%,60.43%,No Data,No Data,No Data,Westfield Management,C
1240,ES363X,No Data,Fulton St,ACJZ2345,61.04%,61.11%,60.43%,No Data,No Data,No Data,Westfield Management,J
1241,ES363X,No Data,Fulton St,ACJZ2345,61.04%,61.11%,60.43%,No Data,No Data,No Data,Westfield Management,Z
1242,ES257X,No Data,14 St - Union Sq,LNQRW,68.04%,67.52%,67.22%,No Data,No Data,No Data,Zeckendorf Towers,L
1243,ES257X,No Data,14 St - Union Sq,LNQRW,68.04%,67.52%,67.22%,No Data,No Data,No Data,Zeckendorf Towers,N
1244,ES257X,No Data,14 St - Union Sq,LNQRW,68.04%,67.52%,67.22%,No Data,No Data,No Data,Zeckendorf Towers,Q
1245,ES257X,No Data,14 St - Union Sq,LNQRW,68.04%,67.52%,67.22%,No Data,No Data,No Data,Zeckendorf Towers,R
1246,ES257X,No Data,14 St - Union Sq,LNQRW,68.04%,67.52%,67.22%,No Data,No Data,No Data,Zeckendorf Towers,W
1247,ES496X,No Data,Howard Beach,A,72.25%,72.78%,70.84%,No Data,No Data,No Data,Port Authority,A
1248,ES461X,No Data,Court Square,G7,75.32%,74.37%,76.39%,No Data,No Data,No Data,Perenially Green c/o Citicorp,7
1249,ES461X,No Data,Court Square,G7,75.32%,74.37%,76.39%,No Data,No Data,No Data,Perenially Green c/o Citicorp,G
1250,ES358X,No Data,Atlantic Av-Barclays Ctr,2345BQ,77.53%,78.42%,75.99%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",2
1251,ES358X,No Data,Atlantic Av-Barclays Ctr,2345BQ,77.53%,78.42%,75.99%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",3
1252,ES358X,No Data,Atlantic Av-Barclays Ctr,2345BQ,77.53%,78.42%,75.99%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",4
1253,ES358X,No Data,Atlantic Av-Barclays Ctr,2345BQ,77.53%,78.42%,75.99%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",5
1254,ES358X,No Data,Atlantic Av-Barclays Ctr,2345BQ,77.53%,78.42%,75.99%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",B
1255,ES358X,No Data,Atlantic Av-Barclays Ctr,2345BQ,77.53%,78.42%,75.99%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",Q
1256,ES462X,No Data,Court Square,G7,78.81%,75.49%,77.83%,No Data,No Data,No Data,Perenially Green c/o Citicorp,7
1257,ES462X,No Data,Court Square,G7,78.81%,75.49%,77.83%,No Data,No Data,No Data,Perenially Green c/o Citicorp,G
1258,ES606X,No Data,42 St - Port Authority Bus Terminal,ACE,83.56%,82.78%,82.52%,No Data,No Data,No Data,SJP Properties,A
1259,ES606X,No Data,42 St - Port Authority Bus Terminal,ACE,83.56%,82.78%,82.52%,No Data,No Data,No Data,SJP Properties,C
1260,ES606X,No Data,42 St - Port Authority Bus Terminal,ACE,83.56%,82.78%,82.52%,No Data,No Data,No Data,SJP Properties,E
1261,ES251X**,No Data,Columbus Circle,1AB,84.10%,84.12%,82.56%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",1
1262,ES251X**,No Data,Columbus Circle,1AB,84.10%,84.12%,82.56%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",A
1263,ES251X**,No Data,Columbus Circle,1AB,84.10%,84.12%,82.56%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",B
1264,ES607X,No Data,42 St - Port Authority Bus Terminal,ACE,85.75%,82.44%,89.72%,No Data,No Data,No Data,SJP Properties,A
1265,ES607X,No Data,42 St - Port Authority Bus Terminal,ACE,85.75%,82.44%,89.72%,No Data,No Data,No Data,SJP Properties,C
1266,ES607X,No Data,42 St - Port Authority Bus Terminal,ACE,85.75%,82.44%,89.72%,No Data,No Data,No Data,SJP Properties,E
1267,ES498X,No Data,Howard Beach,A,86.39%,86.73%,85.00%,No Data,No Data,No Data,Port Authority,A
1268,ES264X,No Data,50 St,CE,92.32%,90.39%,92.63%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",C
1269,ES264X,No Data,50 St,CE,92.32%,90.39%,92.63%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",E
1270,ES362X,No Data,Fulton St,ACJZ2345,93.52%,93.87%,92.22%,No Data,No Data,No Data,Westfield Management,2
1271,ES362X,No Data,Fulton St,ACJZ2345,93.52%,93.87%,92.22%,No Data,No Data,No Data,Westfield Management,3
1272,ES362X,No Data,Fulton St,ACJZ2345,93.52%,93.87%,92.22%,No Data,No Data,No Data,Westfield Management,4
1273,ES362X,No Data,Fulton St,ACJZ2345,93.52%,93.87%,92.22%,No Data,No Data,No Data,Westfield Management,5
1274,ES362X,No Data,Fulton St,ACJZ2345,93.52%,93.87%,92.22%,No Data,No Data,No Data,Westfield Management,A
1275,ES362X,No Data,Fulton St,ACJZ2345,93.52%,93.87%,92.22%,No Data,No Data,No Data,Westfield Management,C
1276,ES362X,No Data,Fulton St,ACJZ2345,93.52%,93.87%,92.22%,No Data,No Data,No Data,Westfield Management,J
1277,ES362X,No Data,Fulton St,ACJZ2345,93.52%,93.87%,92.22%,No Data,No Data,No Data,Westfield Management,Z
1278,ES432X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,93.92%,93.69%,92.41%,No Data,No Data,No Data,Port Authority,E
1279,ES432X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,93.92%,93.69%,92.41%,No Data,No Data,No Data,Port Authority,J
1280,ES432X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,93.92%,93.69%,92.41%,No Data,No Data,No Data,Port Authority,Z
1281,ES499X,No Data,Howard Beach,A,95.37%,93.29%,96.88%,No Data,No Data,No Data,Port Authority,A
1282,ES359X,No Data,Atlantic Av-Barclays Ctr,2345BQ,95.66%,95.56%,95.61%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",2
1283,ES359X,No Data,Atlantic Av-Barclays Ctr,2345BQ,95.66%,95.56%,95.61%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",3
1284,ES359X,No Data,Atlantic Av-Barclays Ctr,2345BQ,95.66%,95.56%,95.61%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",4
1285,ES359X,No Data,Atlantic Av-Barclays Ctr,2345BQ,95.66%,95.56%,95.61%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",5
1286,ES359X,No Data,Atlantic Av-Barclays Ctr,2345BQ,95.66%,95.56%,95.61%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",B
1287,ES359X,No Data,Atlantic Av-Barclays Ctr,2345BQ,95.66%,95.56%,95.61%,No Data,No Data,No Data,"Atlantic Rail Yards, LLC c/o Forest City
Ratner Co",Q
1288,ES433X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,96.59%,94.44%,98.72%,No Data,No Data,No Data,Port Authority,E
1289,ES433X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,96.59%,94.44%,98.72%,No Data,No Data,No Data,Port Authority,J
1290,ES433X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,96.59%,94.44%,98.72%,No Data,No Data,No Data,Port Authority,Z
1291,ES253X,No Data,599 Lexington Av,EM,96.98%,96.88%,97.22%,No Data,No Data,No Data,"BP 599 Lexington Avenue LLC, c/o Boston
Properties",E
1292,ES253X,No Data,599 Lexington Av,EM,96.98%,96.88%,97.22%,No Data,No Data,No Data,"BP 599 Lexington Avenue LLC, c/o Boston
Properties",M
1293,ES266X,No Data,Court Square,G7,97.39%,96.67%,97.34%,No Data,No Data,No Data,Perenially Green c/o Citicorp,7
1294,ES266X,No Data,Court Square,G7,97.39%,96.67%,97.34%,No Data,No Data,No Data,Perenially Green c/o Citicorp,G
1295,ES380X,No Data,Cortlandt St,1,97.40%,98.61%,94.44%,No Data,No Data,No Data,Brookfield Property Partners,1
1296,ES383X,No Data,Fulton St,ACJZ2345,97.58%,97.78%,98.89%,No Data,No Data,No Data,Westfield Management,2
1297,ES383X,No Data,Fulton St,ACJZ2345,97.58%,97.78%,98.89%,No Data,No Data,No Data,Westfield Management,3
1298,ES383X,No Data,Fulton St,ACJZ2345,97.58%,97.78%,98.89%,No Data,No Data,No Data,Westfield Management,4
1299,ES383X,No Data,Fulton St,ACJZ2345,97.58%,97.78%,98.89%,No Data,No Data,No Data,Westfield Management,5
1300,ES383X,No Data,Fulton St,ACJZ2345,97.58%,97.78%,98.89%,No Data,No Data,No Data,Westfield Management,A
1301,ES383X,No Data,Fulton St,ACJZ2345,97.58%,97.78%,98.89%,No Data,No Data,No Data,Westfield Management,C
1302,ES383X,No Data,Fulton St,ACJZ2345,97.58%,97.78%,98.89%,No Data,No Data,No Data,Westfield Management,J
1303,ES383X,No Data,Fulton St,ACJZ2345,97.58%,97.78%,98.89%,No Data,No Data,No Data,Westfield Management,Z
1304,ES267X,No Data,Times Sq - 42 St,NQRSW1237,98.05%,98.03%,97.69%,No Data,No Data,No Data,Boston Properties,1
1305,ES267X,No Data,Times Sq - 42 St,NQRSW1237,98.05%,98.03%,97.69%,No Data,No Data,No Data,Boston Properties,2
1306,ES267X,No Data,Times Sq - 42 St,NQRSW1237,98.05%,98.03%,97.69%,No Data,No Data,No Data,Boston Properties,3
1307,ES267X,No Data,Times Sq - 42 St,NQRSW1237,98.05%,98.03%,97.69%,No Data,No Data,No Data,Boston Properties,7
1308,ES267X,No Data,Times Sq - 42 St,NQRSW1237,98.05%,98.03%,97.69%,No Data,No Data,No Data,Boston Properties,N
1309,ES267X,No Data,Times Sq - 42 St,NQRSW1237,98.05%,98.03%,97.69%,No Data,No Data,No Data,Boston Properties,Q
1310,ES267X,No Data,Times Sq - 42 St,NQRSW1237,98.05%,98.03%,97.69%,No Data,No Data,No Data,Boston Properties,R
1311,ES267X,No Data,Times Sq - 42 St,NQRSW1237,98.05%,98.03%,97.69%,No Data,No Data,No Data,Boston Properties,S
1312,ES267X,No Data,Times Sq - 42 St,NQRSW1237,98.05%,98.03%,97.69%,No Data,No Data,No Data,Boston Properties,W
1313,ES600X,No Data,Lexington Av / 53 St,EM,98.08%,98.30%,97.44%,No Data,No Data,No Data,"875 Third Avenue LLC., c/o Eastgate Realty",E
1314,ES600X,No Data,Lexington Av / 53 St,EM,98.08%,98.30%,97.44%,No Data,No Data,No Data,"875 Third Avenue LLC., c/o Eastgate Realty",M
1315,ES250X,No Data,Columbus Circle,1AB,98.52%,99.58%,97.01%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",1
1316,ES250X,No Data,Columbus Circle,1AB,98.52%,99.58%,97.01%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",A
1317,ES250X,No Data,Columbus Circle,1AB,98.52%,99.58%,97.01%,No Data,No Data,No Data,"Columbus Centre LLC, c/o The Related
Companies",B
1318,ES497X,No Data,Howard Beach,A,98.64%,97.78%,98.89%,No Data,No Data,No Data,Port Authority,A
1319,ES268X,No Data,Times Sq - 42 St,NQRSW1237,99.18%,100.00%,98.89%,No Data,No Data,No Data,Boston Properties,1
1320,ES268X,No Data,Times Sq - 42 St,NQRSW1237,99.18%,100.00%,98.89%,No Data,No Data,No Data,Boston Properties,2
1321,ES268X,No Data,Times Sq - 42 St,NQRSW1237,99.18%,100.00%,98.89%,No Data,No Data,No Data,Boston Properties,3
1322,ES268X,No Data,Times Sq - 42 St,NQRSW1237,99.18%,100.00%,98.89%,No Data,No Data,No Data,Boston Properties,7
1323,ES268X,No Data,Times Sq - 42 St,NQRSW1237,99.18%,100.00%,98.89%,No Data,No Data,No Data,Boston Properties,N
1324,ES268X,No Data,Times Sq - 42 St,NQRSW1237,99.18%,100.00%,98.89%,No Data,No Data,No Data,Boston Properties,Q
1325,ES268X,No Data,Times Sq - 42 St,NQRSW1237,99.18%,100.00%,98.89%,No Data,No Data,No Data,Boston Properties,R
1326,ES268X,No Data,Times Sq - 42 St,NQRSW1237,99.18%,100.00%,98.89%,No Data,No Data,No Data,Boston Properties,S
1327,ES268X,No Data,Times Sq - 42 St,NQRSW1237,99.18%,100.00%,98.89%,No Data,No Data,No Data,Boston Properties,W
1328,ES376X,No Data,Fulton St,JZ,99.30%,100.00%,97.78%,No Data,No Data,No Data,BBV US Real Estate Fund,J
1329,ES376X,No Data,Fulton St,JZ,99.30%,100.00%,97.78%,No Data,No Data,No Data,BBV US Real Estate Fund,Z
1330,ES377X,No Data,Fulton St,JZ,99.30%,100.00%,97.78%,No Data,No Data,No Data,BBV US Real Estate Fund,J
1331,ES377X,No Data,Fulton St,JZ,99.30%,100.00%,97.78%,No Data,No Data,No Data,BBV US Real Estate Fund,Z
1332,ES263X,No Data,50 St,CE,99.46%,99.70%,98.79%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",C
